Text,Rating
"Uh, my teammates did a good job of making shots um, they set me up for a couple - I'm alright? Um, they set me up for a couple of boards as well, they boxed their man out so uh, it was a team effort to get it. Yeah, I ain't know until he told me, you know, so um, you know, then - then I just started to pick it up a little bit from there, but uh, like I said, it was a real team effort, they helped me get it. Nah, um, I think DJ asked him to sub me back in and then um, it was actually a couple people on the bench that asked him to sub me back in, and uh you know after I got it, I just - I knew I was coming out, which was fine with me, but um, like I said, it was a team effort from everybody. Right. Uh, good ball movement, we were making shots tonight, uh, we got a lot of really good looks, we knew they were blitzing, and um, you know we executed. Oh yeah, that was uh - that was great to see man, great to see. If you see the work that he puts in on a daily basis, to see him come out and do something like that tonight, um, that's major, you know everybody was happy for him. Yeah, uh, he was hot. He was hot. Like I said, everybody's making shots. Wesley was on fire - he had five threes in the first half? Shit. Yeah, he was - he was on fire tonight, HB was getting it to the paint, um, DJ was staying on the rim, finding guys, uh, [inaudible] came in with the energy, you know, we just - we did a really good job tonight from top to bottom. Uh, it's really just trying to attack at every chance that I get. Really, and uh, just go from there, just trust myself to make the correct read, but I - I gotta keep attacking. Uh it was dope man, that's - that's the uh, that's the first game that bro came to check me out, so um, you know, he told me - he told me to have really good game tonight, you know he wanted to see a little show, we got the win and um, you know I had a solid game, so it was - it was really good to see him out there tonight. Been a minute.",2
"Um, it's my family uh, older sister, um older cousins, you know they just never let me have it easy, so anything I wanted I had to take it and uh, that's how I was brought up. Nah he was just doing - you know, doing a lot of things that wasn't really um related to basketball, you know and - you know, uh, you know he know me I ain't - it's - you know I'm just saying like just keep it hoop, you know, if you want to hoop just keep hooping, uh if it's anything else then let it be known uh, but other than that just play basketball. Yeah. Toughness on the defensive end uh, and LT was major for us tonight with that uh, he came with the energy and uh, you know he inspired me to pick up my talking on the defensive end and uh, you know, that's just something that we got to start the game with, that level of intensity and - and that level of - of caring, um, you start like that we coulda got a win tonight, uh and it's been like that for the last few games.",2
"Feel good, feel good, uh it's a long time coming um, we was on a streak, and to go into all-star break breaking that streak I think it's gonna be major for us moving forward. Uh we got a lot of competitors in the locker room, as well as our staff, so uh it's a great feeling, it's a great feeling. Uh, coach spoke on it earlier, we had to come out as a desperate team, desperate men, uh like I - like I said it's been a long time coming since we got a win, we just had to lock in, make every hustle play um, not dwell on the negative, just give it all we got. Yeah. Uh, it mean a lot, it mean a lot. I came in wearing the hat that say New York or nowhere so uh, I'mma try to get a win and bring it back to Madison Square Garden.",3
"Um, it's major. We' ve been having our fans come out support every night and uh, we haven't won here since December first, and I wasn't a part of that one so I'm - I'm glad that we could get it tonight and um, just get a fan something to see. You know that's the least we could do is get a win for them they've been supporting every night so it was major for us to win it tonight. Yeah. Um, I mean he's a great shooter -  he's a great shooter uh, you know and I know he's gonna put him up so I try to find him. He's - he was hot last game, he was hot this game as well, so he does a great job of getting open and knocking down shots and uh, he's super aggressive so anytime I can find him I'm looking for him. Right. Just energy and effort on both ends um, I thought we had a pretty productive practice yesterday um, you know me and coach we had a really long meeting prior to practice and uh, just hashing out the things that he needs me to do and - and um you know and if he told me if I come in to execute those things in the game we'll get a win and that's what happened tonight.",2
"I think I just play with a sense of urgency. Um, I think guys started demanding a little bit more, uh, we move the ball well in offense, but we communicate a lot better on defense. I mean, definitely. So, you know, anytime you, you got things going on and in-organization-wise you kind of, play a little bit better that first game. So, I think, you know, I just had that energy and um mainly was just trying to get a win for our hometown team. Uh, you can't focus on this one now you gotta move on to the next one. Um, there's still so much stuff that we can get better on. You know, offensively, moving the ball and not taking bad shots. Defensively communicating and not trying to get as many breakdowns we had tonight so. Uh, we just gotta figure out and watch film. Um, pass first offence. You know, I think we're still dribbling the ball a lot, you know, I still think we're forcing a lot of shots and even when we're going to the basket, you got three or four guys challenging shots where you have open guys on the outside. So, uh, we gotta continue to watch film and get better and see, you know, times where you should have made the pass rather than trying to force a shot. And defense we're doing the same thing. You know, just miscommunication breakdown and things like that. How we can get better? You know what, I don't know what to say. It's not like we have to respond well to LD. You know, I think it's pretty much the same thing it's just that, that game where everything plays better after you know things go, go wrong in an organization where you know guys may not be here, but it's the same team we had when Ty was here. It's just a different ballgame today, I guess.",1
"He's a, he's a tough guard. You know, he can do a lot of things as far as driving. A great shooter, so we have our hands full but it's not just gonna be focused on me, it's gonna be a team effort. There's a lot of things we can improve on, you know. Communication is key, getting back in transition, uh, moving the ball, you know. Um, not necessarily settling for the good shot but trying to find the great shot. And, you know, as a young team, we have to learn that and, uh, when we learn those things we will be alright. I mean just find it, there's smart ways to do it. You know, there's a time and place for all that stuff when to push it and when not to push it. [Inaudible] when to take maybe a contest shot, when not to. So, um, we have to take it for what it is, try to, you know, let our defense spark our offense and then take it from there",1
"I mean definitely. So, you know, we felt like we played a great game and you know gave ourself a chance to win and you know having some of our you know mistakes down the stretch was, it was costly. But you know, we learned from it you know we move on. Um, some things didn't go our way. Ball didn't bounce our way. Calls didn't go our way. You chalk it up. This sucks. Like losing you, you fight so hard to win a game like that and then sometimes it gets taken from you. Um, it leaves a bad taste in your mouth. So you know, we gotta watch film and gotta learn how to get better down the stretch. Um, you know, play that we could have avoided and things like that but that's what we're doing. You know, we're a young team and we're learning as we go and you know, I'll take the effort today. Just trying to win the game. You know, I don't really care about anything else but to win, you know. Playing the right way, moving the ball, defending at a high level. I'm just having fun out there. Um, but tonight sucks, you know this one sucks. I mean, he's a basketball player. He knows, he knows situations, you know. Maybe, you know, I take a little bit on my blame, too, you know, on my shoulders. Um, probably shouldn't made the pass to put him in that position, um, so it's not just him and it's not just that one play. So kind of had a good play. Felt like he, you know, got fouled and things like that but it didn't go our way. So, we live, we learn, we move on for a minute. Uh, and focus on the next one. I mean I think that guys play their hearts out. You know, I think guys played hard. I think guys move the ball well today. You know, looked out for each other, and play for each other and anytime you do that you're gonna give yourself a chance to win.",1
"I think that, you know, we're trying to do things you know off the court to get, you know familiar with each other know each other and things like that. But I think it was good that you know, you get those days to rest your body. Got a perfect opportunity to come up here little earlier do something for the community but at the same time kind of get locked in. Definitely. So I think guys you know once they're playing every other day or every two days they get into that rhythm but you know four day break is kind of a long day because even when you're practicing you're not really getting those in-game reps. So, they can't but like I said, you got to focus on the task come out with some energy, well you should come out if you've been off four days so that's going to be the focal point. Well, we're young so I think you know given the young guys four days off should, should embark a lot of energy. But at the same time, you know we're playing for something to get better each and every game and anytime we can try to do that this is just another step in the direction where we want to go to get off the good starts, play the right way and have fun doing it. We're still learning. You know it's a very very young team, an experienced team, so we're still learning every day. Still talking to all the young guys and trying to put them in the best situation they can possibly be in but, um, just being here you know you see everyone's coming together everyone's listening a lot better, taking things in like a sponge now. Well, I think we're definitely starting to play through the past, trusting one another a lot more. I don't think that was there early in the season. Um, I think we're passing the ball better, I think we're communicating a little bit better. There's still a lot of things we gotta get better on transition defense. Um just picking up a man, not so caught up into my man isn't scoring, but how can I help the team defensively? So once we start getting those things knocked in, you start to see better play. You defend. You know, I think you know Detroit is one of the top teams offensively to me you know they have a lot of guys who can score the ball too high rate and we have to cut off the head of the snake and Blake Griffin. But you also got to keep Drummond off the board. So, anytime we can do that, keep their guards you know [inaudible] and Reggie Jackson out the paint dumping off to those guys, I think we're being good stance but that's probably a lot for the camera to say. But, um, we have multiple things that we have to do to, to get that but folks want a defensive me and don't worry about offense.",1
"I mean sometimes you gonna have those games. You know, where as things not going well, you're not making shots. Um, they're going to run and things like that but, um, I just showed the maturity and the [inaudible] in this team, the poise in this team to continue to fight continue to get stops, and, and pull out a win. I mean, yeah. You know, this, this team is are, already great. So, to try to come into this team and try to find your own, where you have a lot of, you know, guys that's already, you know, doing what they what they got to do. Um, it's tough but you know it's fun to be a part of it and I continue to get better",0
"I think we didn't communicate well with some pick-and-roll stuff. Uh that's part of that is muffled and uh went under few times and they were able to hit some shots. Uh I think that was that was the biggest part. Yeah I mean uh good communication is big and uh pick-and-roll defense and uh sometimes I didn't talk it out loud sometimes we we messed up calls and that's what happens if his shots though those are a really good players on the on the Memphis team. They hit tough shots and uh that's it. Uh I mean basically like the last game uh I was playing off the LeBron and my teammates uh they were I was setting the screen so LeBron was getting deep into paint uh and my guy had to help so he would serve the ball for me and I would just have to finish it so I think that helped us uh to get some together paint tight. And we got some uh wide open shots from that but we were not able to make them. I'm just trying to go straight up. Uh one of my problems problems was reaching for the ball. But uh I know the team needed me so I had to stay straight up go straight up for the block and when I do that I'm a big guy I got a big wingspan and so when I do that it's tough to finish over me. It felt really good. Uh it's a big part of what we do over here and just him go down it was it was really bad so to see him to see him getting better it was really good for the things. No, not really Luke Luke's always been saying to me that he he trusts me. And uh if uh there's a chance to put me on the floor, he he's gonna put me there and uh he's gonna always trust me like every other player on the team. And I just been I've been doing the same stuff every day.  Uh working hard, doing everything to stay in shape. So when Luke trusted me with a opportunity, I got to take full I gotta take full advantage of it. A few weeks into season, I was feeling really bad in uh training camp. And, that was a that was a time that was the time to show the coaches what I got. I can help the team and I was not able to do that because I got sick. And uh took me some time to get back in shape but uh when I got back in shape I was I was doing really good in uh practices. So that's why that's why coach the coach Luke had trust in me. Yeah, yeah that's that's how I was feeling all summer and uh that's that was the goal for this season to play like this every single night. But uh unfortunately I got sick in training camp and I was not able to do it",0
"That's tough to guard but uh we could have uh done a better job defending him. Uh having a higher pickup point uh [inaudible] tracking him on the screens on the pick-and-roles. And you know just helping out our guards. But uh we didn't do those things and he got,  that's tough to defend. I mean I think everyone knows their role uh you know we just I think, I think we played good in the first half. Uh we could have done much better job and we were only down by ten, And I think we had our chances but uh we we came out slow in the third. That's where, that's where it was over. Yeah uh, I think I did good uh I mean I'm trying I'm trying to get better on defense uh every every day especially on the post defense. that was that's one of my weaknesses and I working. Tyson is helping me a lot a lot with that and you know I think I did pretty good. it will be great. He was one of our leaders. And, with him being on the floor it's it's much easier especially for me, as a big, I always know what to do, where to be you and know he's gonna help us a lot. I mean you always gotta watch the tape. Uh, we gotta see where we made our mistakes, but at the same time you gotta you got to be ready, you gotta prepare for the next game. You gotta forget all about this uh learn from these mistakes and move on. You gotta get the ball out of uh, out of his hands. You gotta do put the like on the pick-and-rolls. You gotta trap him. You gotta have a high pickup point. You gotta just make him play inside of the three-point line",1
"Uh, this was one of the games like, we were prepared we, we knew we needed to win this game and uh we came out ready. First quarter a little slow but uh after that we we took the lead and after that, we didn't let them get back in the game. Uh I was boxing out. I was boxing out my guy. My teammates were boxing out their guys, so there was no there was no guard their guards couldn't fly in and disrupt the the boards, and so I just had to go and get it. Uh, we did, we wanted to double uh Booker on the screens and to to make him get rid of the ball and we we did that pretty good and we we made other guys make make the plays. Uh, it was it was great uh you know we we all know what Lance can do and like he's making those shots it's much easier to win the game. Uh, I had to uh prepare extra and you know his one of the best big guys in the league so, yeah I'll have Tyson to help me out [inaudible]. What what kind of defense to play what was the best way to play against him. And I'm gonna come out ready. We knew, we knew they didn't have [inaudible], so we knew they don't have any rim protection so our game plan was like get in the paint, like stop shooting threes, get in the paint. They don't have any rim protection now we started doing that, they started collapsing into the paint and then we we had open threes and finally we made some, this time. You know in practice we will always prepare the day before, we prepare for the team who who we got next. so every time so we got Joel Embiid we're gonna we're gonna put a ball in a post in a practice and Tyson is gonna help me out on a you know like on the floor he's gonna help me out how to defend him what side should I make him go what uh well what are his moves and you know he is always there to help me so I if I got any question I asked him and he's always happy to help. Yeah, we knew what we gotta do. We knew we gotta win this game and uh we we came out ready to play. We played hard and uh, we never gave them the chance to win the game. Oh yeah for sure, I mean especially when he's hitting the shots. So you know that that gives a fuel to to all the players and uh everyone's having fun on the floor everyone's happy to go back on defense get another stop and then going off and make another shot and you know that's how it goes every time we have a good offensive possession it's easier to go back on defense and get ready to make a stop.",2
"It felt really good. Uh, it didn't feel like the first time playing with the team. Uh, it felt like I played a game before with them. And uh you know, guys were helping me out-- what to do uh on offense, where to move, and stuff like that. And it was pretty easy. I mean, that's one of the biggest strengths of my game. Uh pick-and-roll. And when I set a screen, I always roll hard. And you know, either I'm open, or the handler, or the guy in a corner. Someone's going to get open. And I'm going to be sticking to that. Yeah. Uh just basic stuff, like play hard. Like, we knew we knew, we turned a lot of uh. We turned the [inaudible]. We turned over the ball a lot. And uh you know, they were scoring a bunch of points uh off of turnovers. And we knew that's one of the biggest issues. And you know we were sharing the ball on uh on offense, playing hard defense, setting hard screens, and just like playing hard. And we were able to get back.",3
"I'm gonna stay in LA. I mean I mean, my house. I'm staying in the same arena. You know? But uh after I took [inaudible] a little bit [inaudible]. Uh, not really. I mean, I think I just, only when we were to play them in, like, a few games before our game. Like, to see the way they play. But at the end [inaudible]. Yeah. Uh, transition was very easy. Gotta learn some new plays, and still gotta make sure how to [inaudible] Clipper players. How the players play. Uh What their game's like. But uh you know, I think I'll fit in good. Oh, yeah. They [inaudible] really. Uh It's different. It's different. Very different. can't compare it.  Huh? Colors. Yeah. When I was with the Lakers, when I would get out, it's like, everything was uh purple and gold. And it's it's just different. Kind of [inaudible]. Everyone's uh everyone's helping me out. And uh and it's a great game. Everyone was there to help me. Everytime I asked a question, there's five guys who were willing to help me, so Uh, he was there in my rookie year. You know, I got a lot of help from him, how to do it professionally, and how to work out everyday, how to how to prepare for every game. And you know, we had a good connection because we were both coming off the bench. We were running a lot of pick and roll, and we really had a good connection. So I did a lot with him my rookie year. It's been great. Uh everyone [inaudible] really good. [inaudible] And I really enjoy it. Uh feels good I mean I started the last five six games with the Lakers It's know. But uh you know, they expect more from me here. Uh I'm ready to deliver. Uh just playing hard for the team every night. I'm gonna do my best. I'm gonna try to keep the ball out of the paint. I'm gonna try to finish strong and just play hard.",1
"I feel good you know last year we had that feeling and on this year we don't want to have same something like last year. No we had a team meeting and uh, basically we just promised each other that we was gonna play harder. You know, uh, focusing more on defense and just move the ball more on offense and, um, just come together as a team. I'll tell you, a lot of you know um I started doing great job getting us going um so the benches I tried to come in and keep that going keep that same intensity that same energy. I think last game we did a great job doing that. Um I like it so it flew by. Me having the injury earlier on down here that we always had halfway through the season one I can't believe it went by fast but uh I don't even know what to say right now but grind. You know we just got to grind through everything we're going through out of there first. We needed that you know um Marc, he's our leader. Him and Mike, man. Marc played like that every game he made the game easy for everybody else and the team you know we follow his lead you know uh he had a great amount of energy throughout the whole game, was everywhere on the floor, offensely and defensively so we just need him to do that every game. You know, we've been better than how we've been playing lately you know um we show how good of a team we are earlier on throughout season which is going through adversity right now but we will fight through it and get back up and [inaudible]. He's like my little brother you know he's goofy. You know he always keeps smile on his face and everybody else face. We need that locker room special throughout the hard times and the tough times we've been going through but you know, um, I took him under my wing we just buddies you know. He's always laughing I heard I just seem to come in about lateness and all that so you know, that's Jaren. Yeah, I mean, uh, early on coming in you got a pad that many times you know to make each other better but the reason is that we're a team, we're brothers. You know, it's nothing bigger than that. Um, man, I'm a little upset about all of that right now so no comment but no, we're going to bounce back next year. You know we're gonna be right back at the same place and we're gonna win this year. I'm positive. Yeah man, but it's Alabama you're talking about. Man [inaudible] saying it's some fluke I don't fluke. I'll say it right here, it's a fluke. Fluke.",2
"Very frustrating like the last couple games we'll be winning but teams have just been able to pull it off on us so we just got to find a way to get stops. Um, it's difficult. It's business though so everybody know what time it is so we just trying to take one day at a time just see how everything here play out. Man, you know um they very big and important to the city you know to us and uh they mean a lot to this team so uh I gotta say it just a difficult situation and uh it's just business and so just going to see how I play. Um you know it's pretty much out but uh everybody pretty much knew about it. Um, room is flowing around and everybody talking so it's already out there. I don't know, man. I don't know. It's like a hex on us or something right now. You know the last two years, just going to have to see how it plays out.",0
"Lou. You know, a lot of teams focus in on him. And with Trez rolling to the goal, it just leaves me open in the wing or in the corner and knock it down. Yes. I just believe when you got Lou in the game, just a dangerous scorer. So teams really lock in on that and want the players, you know, step up. I know defense is going to keep me here so, you know, I'm just locked in on it. So anything, any mission coach want to put me on, I'm down for it. Just the moving. Having, you know, being in new relationships, I'm new to a nice organization, you know, with a couple of players I already knew and, you know, I'm fitting right in. No, no, not at all. No problem.",1
"Um, you know we've just been fine. Not laying down, winning games. Just have something really to compete for. Um, you know I just fit in with uh the defensive mindset, the toughness and um just the energy and the effort. You know, um, we're a big energy team, you know we have a lot of great pieces that can come together and um, yeah I feel like we can start to gel. Yeah Yeah, it is. Lou Williams and Gallinari, um, that's a tough team to beat. Um, my toughness, you know, uh um, not backing down, just taking those chances, just always competing. We're just going to step it up and defend. You know gotta slow em down, can't have 'em be going early on offense. Keep balls out of their hands and make the, the other players beat us tonight. Um, I would probably say college. You know being down there in Alabama [inaudible] uh towards my last three years, two or three years we was a defensive team and uh, I feel like we got to steal to be around there too. Um, I was a big uh Amar'e Stoudemire and Kevin Garnett uh so those were some players that I looked up to. Yeah, yeah, yeah. Um, we got good work. Can't get, get uh satisfied. Always keep working. Always have to keep it up. [Inaudible] that's it. Um, [inaudible], you know uh, those two are similar players, you know, with our mindset to go into the game [inaudible] it's been working. Um, respect all fear none. Respect all, fear none. My dad. Mhm. Yeah, most definitely, and other stuff with. Yeah. Um, you know we just trying to get the job done, get as high as possible, get everyone on board, and just run. I'm Green, power forward.",1
"Yup, they were ready to fight. They were ready to battle. Back and forth type game. Uh, they just crafting a few balls out late and decided the game. Yeah, you gotta be tough though. Yeah, you gotta, you gotta be very resilient. Very, um, you gotta step up to the plate with those guys on the [inaudible]. Um, I think I fit in because I try to bring it each and every night. Um, with the physicality of the game I think it fits well with how I play. Very fun. Very fun to be a part of. Uh, two good, two great teams going head to head. Can't ask for anything more. It's very fun to be a part of and I can't wait for the next match up. Tough on our offensive end and for us. Uh, but I think good teams find a way to win that game. You know, uh, I think we're, we're working on being a good team we have our time but I think you got a lot of work to do. And um, like I say good teams find a way to win on the road and other aspects of the game. Uh, I think, like I said I think fifty fifty balls they're late. A couple of rebounds in late didn't go our way and it was a side effect of the game. Wasn't about shot making, it wasn't about anything else it was about being a little more snappier than those guys and we didn't do it. We didn't step up to the plate tonight.",2
"It was a great feeling. Happy, I was happy for him. Uh, just, just seeing the work he's put in and where he came from, from last year. To see his work pay off and be able to get a chance to get suited up was a great feeling for me. Oh he still got it. He still has it. Um, maybe his condition is a little, uh, not what he used to be but it'll come. Just like, uh, I think you shoot the ball even better from three. I'd say, uh, his legs were not as much as they wanted to be but he still got his powers. He'll be fine. Exactly, we got to keep, keep including him in our in our game plan but at the same time he's not on the court we got to continue to get better and do what we got to do. Uh, a lot of course his capability on offensive end draws a lot of attention. Um, I need to get great guys they give guys like myself and Kev, uh, uh, the opportunity to even help our team even more on the offensive end. So, it'd be fun to watch but just keep it and bring him alone as time goes and don't force him to do anything. Um, I'm glad he picked tonight, uh, to play. Sit out to back-to-back but he'd be fine. He'll help us out on the road trip moving forward. I told him, yeah, I told him to be, do, do him. Do yourself, like uh, myself I had a hard time just being myself at first. It was just, it was taking a little, taking me a little time but obviously you can tell he [inaudible] sub tonight and that's what the team needs. Myself? Oh, I'm ready to get the win. I'm not going to be, into all the, the hoopla, so I'm ready to get the win. Uh, lock in to these guys and, and our game plan moving forward. Um, get this back to back going. Maybe when I touch the, imma touch the court. Right now? No. Uh, I'll sleep fine tonight. I'll be ready to go tomorrow. I think when I hit the court, who knows. We'll see. He's not done yet. He's just getting started and when I told him to be yourself, be himself that's him being himself. That's a prime example.",3
"Uh, I believe so. Uh, my sister sent Obviously, like I said, I've Well, he's helped me out a lot with There's something, just to be different.",1
"I just thought it was a cheap shot. Um, one hundred precent. Never went up, never went for the ball. Just checking. The rest is history. Uh, you stick up for your teammates. Um, I want to be a part of this family and I know that being a part of it is sticking up for your brother and playing for one another. And that's what I'm about. Um, that's what I'm playing and I hope someone would do it for me. Um, I just felt like it was a bad play. I lost my cool a little bit. I disagreed with the call, gotta have a tech. That's all. Yeah, we were getting open shots, we get shots when we wanted but did lock up and get stopped late. We were finishing one. We limit, we limited those guys to, uh, one shot at the basket. Uh, they the best offensive rebound team in the league. So [inaudible] game [inaudible] limit those guys to one shot, we should have, we should have a good shot at beating those guys. Nah. He's he's a competitor, he's a trash talker. All of the above. He wishes he was out there competing in a game like that. That's what's probably eating him the most. He wishes he was on the court, fighting with his guys, but, um, that's my guy.",0
"It's fun, you know, to be a part of and go through it. Um, focusing on one game and to hone in on, as a group, on one game, that's complicated. It's pretty cool to be a part of you know. But we playing for something each night, uh, it's been a fun process for us to grow. Uh, we put it to the test [inaudible], especially with the road trip we just had. So, it's fun to be a part of. You take one game at a time. I know we have a good opportunity to take advantage of it. Um, we [inaudible] take one game at a time. [Inaudible] trip right now. Um, and right now, it's, it's a good opportunity for us to just take advantage of what we're going to do. Pretty much, uh, playing off long, learning how to play off one another. A lot of, a lot of, a lot of times a lot of guys on the court play off one another. Uh we'll [inaudible]. Uh, it's been fun to, each game, grow with these guys on the court. Uh, learn what they do, learn how to play off another guy. It's been fun, man. Also, the play calls have been a challenge for me. Getting our plays down. Uh, it's been a little challenge but it's fun. I actually did not know that. Um, that stuff is going to change. We, like I said, we have to take care, we have to take care of our business and that's each game, um, try to get the win. Um, rest up and take care of yourself but uh, we have a good opportunity to handle this. Uh, probably more here. More here in different names. Usually the League doesn't say name calls for a lot of different players. Names here a lil' different. It makes it, it, a little challenging to learn but it's fun. Uh, at least the opposing team don't know what you running everytime down the court so it's fun. Uh, same, same stuff but it feels cool. These guys do a great job with offensive rebounding.  I think Drummond averages five or something like that or four. So we gotta keep those guys off the glass and uh limit those guys to one shot, you know. [Inaudible] teammates for those guys, keep those [inaudible] to win us the game. They lead the League in hand offs, uh that's their offense. Um, Blake does a great job of, uh, initiating the offense of those guys, so it'll be a challenge to, to, to guard ball handling on the dribble hand off and guard the guy coming off with the dribble hand off. So, uh, I know what person, I know who I'm guarding. It'll help me out a lot. Uh, we know what we supposed to do on our defense so [inaudible]. [inaudible] sixteen straight? Eighteen straight? He's special. We needed it, we needed the spark. Um, like you said I saw a lot of guys he definitely would've been and one of those times where it was special. Uh, to eat up on the road, uh, last game of the road trip for a young guy like himself? That's pretty big, that's pretty special [inaudible] we have. Uh, we did a good job of getting us, getting in the right direction and getting our team in the right direction. Taking the lead there, they had one run in the third quarter that really, uh, had our back against the wall a little bit and uh, he did a great job on the ball. It was special to be a part of. You're welcome. Thank you guys. You're welcome.",3
"A lot of guys are just on the same page. Like I just said, we're all tryna buy into the team. Uh obviously there's a lotta uh lotta different ages on our team so we're just tryna come together as a team [inaudible] uh from each and every game and continue to learn. Uh uh, everybody's tryna learn some of us even more to make us even more daily on the court. We gon take it one game at a time. I don't, we a young team I don't want em to get too excited um obviously we right where we need to be to [inaudible] around the playoffs. We gotta take it one game at a time. We did a good job on the road trip taking one game at a time. Bouncing back from a tough loss in Sacramento and winnin the last two. So, we got a good stretch at home hopefully we take it one game at a time and see where we fall. Well I've been the underdog my whole life so it's kinda I'm in familiar territory here. I've not been a hot draft pick, I'm not not, nothing like that. I just got here from working every day. And I think that our team is taking on that identity. Not not bonding to the hype of the media and uh we just tryna take our own. Uh, obviously we got counted out early as not a playoff team but you gotta play basketball in this league and that's what we been doing and we tryna get better each and every night. Thank you",1
"Well, obviously just tryna give em different looks. Have a lot of different coverages in our back pocket for tonight. Uh, you don't want to give em a steady dose of any coverage obviously you gotta mix it up. These guys do a good job of uh, as a team, gettin into a good offensive rhythm and you just try to break that with as much hard play and different schemes and stuff like that so we have a few ready for tonight. We just play together. All five guys on the court. Uh, being on the same page and playing with force. Uh, gettin down hill. Banging shots with confidence and uh playin with a good tempo I think that's key for us against these guys is playing with a good temp and stand, stand together. I mean I wouldn't say it all clickin. It's just we just put some good games together. But we have a lot of learning to do. Obviously we tryna learn how to win on a consistent basis and that takes time. It takes a lotta effort and uh film watching and just being on the same page like I been preaching but, it has been a a good steady uh dosage of us trying to get better each and every day. And it's paying off with games. It's paying off with the winning but in practices and film sessions, we taking em very serious. And, just tryna get better and it's helping. We definitely have the fight. We definitely have the fight. We gotta continue to build the the character that we want to be. The team that we want to be, but we have the fight and we have the resilience to, to just come out each and every game and compete at a high level and I think that's key. That's, that's the main goal is to just compete at a high level and wherever the chips fall, they fall. But we definitely have that in our back pocket. I'm accepting it. I mean, the locker room, um, uh accepting me being the leader of the team and obviously I'm tryna do whatever I have to do each and every day to to be the leader on and off the court but it's definitely accepted with our group and I appreciate it and I'm just gonna continue to get my best efforts.",1
